"data";"close";"open";"high";"low"
"1077";"2016-03-12";420,47;416,64;423,6;415,5
"1078";"2016-03-13";410,01;420,49;421,81;406,38
"1079";"2016-03-14";411,87;410,01;416;410
"1080";"2016-03-15";415,91;412;417,99;411,7
"1081";"2016-03-16";415,5;415,99;418,82;412,78
"1082";"2016-03-17";417,28;415,52;418;413,96
"1083";"2016-03-18";418,75;417,28;420,6;416,67
"1084";"2016-03-19";407,86;418,71;418,86;403,01
"1085";"2016-03-20";408,68;407,5;412;404
"1086";"2016-03-21";411,25;408,7;413,2;407,92
"1087";"2016-03-22";411,88;410,81;412,14;406
"1088";"2016-03-23";417,7;411,85;418,68;409,88
"1089";"2016-03-24";418,12;417,7;419,72;415,83
"1090";"2016-03-25";415,3;418,12;418,13;414
"1091";"2016-03-26";416;415,3;417,03;413,03
"1092";"2016-03-27";416,71;416,02;419,4;413,2
"1093";"2016-03-28";427,36;416,72;431;415,79
"1094";"2016-03-29";424,06;427,34;427,99;422,38
"1095";"2016-03-30";416;424,03;426,41;406,51
"1096";"2016-03-31";413,12;415,87;416;408,58
"1097";"2016-04-01";416,02;413,04;418,25;413,04
"1098";"2016-04-02";417,9;416,34;417,9;414
"1099";"2016-04-03";420,3;417,89;422,8;417,53
"1100";"2016-04-04";420,6;420,31;421,82;416
"1101";"2016-04-05";420,46;420,99;421,2;416,24
"1102";"2016-04-06";423,75;420,46;425;419,61
"1103";"2016-04-07";422,57;423,75;424,68;421,69
"1104";"2016-04-08";422,28;422,52;422,86;417,78
"1105";"2016-04-09";418,5;422,29;424,49;415,5
"1106";"2016-04-10";418,47;418,23;418,76;412
"1107";"2016-04-11";421,32;418,48;422,9;417,49
"1108";"2016-04-12";423,74;421,32;423,9;418,8
"1109";"2016-04-13";426,59;423,75;430;423,56
"1110";"2016-04-14";424,75;426,78;427,68;423
"1111";"2016-04-15";426,01;424,77;426,49;424,01
"1112";"2016-04-16";431,48;426,01;432,49;426,01
"1113";"2016-04-17";432,04;431,06;435,67;430,47
"1114";"2016-04-18";428,51;432,52;433,49;426,37
"1115";"2016-04-19";430,03;428,51;430,91;426,52
"1116";"2016-04-20";437,76;430,04;439;428,54
"1117";"2016-04-21";443,85;437,81;446,61;436,6
"1118";"2016-04-22";452,26;443,82;454,5;442,01
"1119";"2016-04-23";447,8;452,01;453,15;444,51
"1120";"2016-04-24";453,69;447,79;454,95;445,67
"1121";"2016-04-25";463,02;453,41;464,99;450,18
"1122";"2016-04-26";461,77;463,33;471,58;455
"1123";"2016-04-27";468,14;461,77;471,99;461,77
"1124";"2016-04-28";444,85;468,14;470,17;443
"1125";"2016-04-29";450,46;445,14;450,83;435
"1126";"2016-04-30";455,32;450,52;457,49;445,8
"1127";"2016-05-01";446,6;455,33;455,98;445,01
"1128";"2016-05-02";451,11;446,79;452,99;445,69
"1129";"2016-05-03";443,73;451,12;452,5;436
"1130";"2016-05-04";450,39;443,99;452;440,1
"1131";"2016-05-05";447,38;450,21;450,98;445,07
"1132";"2016-05-06";448,4;447,22;451,68;445,51
"1133";"2016-05-07";461,18;448,32;466;448
"1134";"2016-05-08";460,2;461,36;463,05;458,3
"1135";"2016-05-09";459,87;460,34;461,62;456,04
"1136";"2016-05-10";461,56;459,88;465,4;457,8
"1137";"2016-05-11";450,7;461,23;465;445,01
"1138";"2016-05-12";452,28;450,7;454,68;450,01
"1139";"2016-05-13";455,01;452,28;456,75;445,91
"1140";"2016-05-14";455,76;455;457,66;452
"1141";"2016-05-15";455,8;455,75;458,86;454
"1142";"2016-05-16";457,89;455,8;460,67;454,31
"1143";"2016-05-17";453,01;457,95;458,95;451
"1144";"2016-05-18";453,24;453;454,91;451
"1145";"2016-05-19";453,52;452,71;457;451,53
"1146";"2016-05-20";434,55;453,52;454,71;433
"1147";"2016-05-21";441,57;434,99;443,14;433
"1148";"2016-05-22";440,81;441,57;442,16;435,3
"1149";"2016-05-23";437,48;440,88;441;435,1
"1150";"2016-05-24";443,51;437,4;444,4;436,51
"1151";"2016-05-25";445,03;443,53;447,85;442,39
"1152";"2016-05-26";449,09;445;450,51;442,5
"1153";"2016-05-27";453,95;449,09;454,8;446,01
"1154";"2016-05-28";472,01;453,58;482,31;453,58
"1155";"2016-05-29";526,02;472,01;543;471
"1156";"2016-05-30";531;527;570;512,11
"1157";"2016-05-31";532,89;529,97;548,5;521,11
"1158";"2016-06-01";530,69;533,14;546,5;518
"1159";"2016-06-02";536,79;530,69;546,12;523,75
"1160";"2016-06-03";538,8;536,91;544;532,37
"1161";"2016-06-04";570,87;538,9;579,94;535,65
"1162";"2016-06-05";572,87;570,82;593,89;560,1
"1163";"2016-06-06";574,02;573,08;586,47;564,64
"1164";"2016-06-07";585,34;574,01;588,6;573,93
"1165";"2016-06-08";576,88;585,59;592,08;561,3
"1166";"2016-06-09";583,05;577,23;585,15;570,62
"1167";"2016-06-10";575,52;583,26;584,05;569,97
"1168";"2016-06-11";580,09;575,52;582,43;572,5
"1169";"2016-06-12";614,51;580,08;615;579,29
"1170";"2016-06-13";672;614,51;685;601,34
"1171";"2016-06-14";705,87;671,98;719;658
"1172";"2016-06-15";684,5;705,87;705,88;656,51
"1173";"2016-06-16";696,99;684,5;699,4;667,89
"1174";"2016-06-17";769,5;698;779;697,31
"1175";"2016-06-18";747,95;769,46;780;702,01
"1176";"2016-06-19";757,6;747,7;789,78;720
"1177";"2016-06-20";767,3;757,63;775;739
"1178";"2016-06-21";743,9;767,31;767,77;721
"1179";"2016-06-22";668,6;742,98;742,98;635,37
"1180";"2016-06-23";605,85;669;688,32;588,88
"1181";"2016-06-24";625,8;605,87;639;555,56
"1182";"2016-06-25";665,5;625,8;679,99;625,79
"1183";"2016-06-26";664,87;665,99;698;640,11
"1184";"2016-06-27";627,42;664,38;668,01;614,33
"1185";"2016-06-28";662,33;627,75;662,33;616,07
"1186";"2016-06-29";646,61;662,28;664,26;631,65
"1187";"2016-06-30";640;646,22;646,25;621,58
"1188";"2016-07-01";674,74;640,29;677,47;635,57
"1189";"2016-07-02";674,75;674,57;690,62;667,61
"1190";"2016-07-03";705,99;675,04;706;673,36
"1191";"2016-07-04";659,29;705,99;706,98;644,1
"1192";"2016-07-05";681,34;659,33;684,44;644,46
"1193";"2016-07-06";667,8;681,35;682,7;655,3
"1194";"2016-07-07";677,04;667,77;682,9;666,71
"1195";"2016-07-08";640,51;677,35;682;610,1
"1196";"2016-07-09";664,8;640,33;666,66;633,75
"1197";"2016-07-10";648,11;664,42;664,43;620
"1198";"2016-07-11";649,72;648,12;651,47;636,09
"1199";"2016-07-12";647,95;649,08;662,6;643,4
"1200";"2016-07-13";667,19;648,19;679,9;645,45
"1201";"2016-07-14";653,7;667,07;669,87;652,51
"1202";"2016-07-15";659,78;653,61;667,5;649,89
"1203";"2016-07-16";665,5;660,18;669,95;658,11
"1204";"2016-07-17";665,33;665,5;669,65;659,12
"1205";"2016-07-18";683,2;665,33;689,96;663,61
"1206";"2016-07-19";674,3;683,18;686,74;666,02
"1207";"2016-07-20";675;674,31;678,59;665
"1208";"2016-07-21";665,85;675,3;676;661
"1209";"2016-07-22";665,01;665,91;668;654,97
"1210";"2016-07-23";648,04;665,01;668;639,41
"1211";"2016-07-24";654,03;648,11;657,13;644,97
"1212";"2016-07-25";661,82;654,9;664,15;650,52
"1213";"2016-07-26";654,17;661,73;664,41;646,22
"1214";"2016-07-27";648,47;653,91;657,61;640,56
"1215";"2016-07-28";655,51;648,1;662,78;646,44
"1216";"2016-07-29";655,93;655,5;659,67;652,52
"1217";"2016-07-30";658,34;656,52;660,49;654,54
"1218";"2016-07-31";654,99;658,32;660,46;647,79
"1219";"2016-08-01";622,83;654,99;655,17;621,25
"1220";"2016-08-02";608,29;622,83;627,35;605,01
"1221";"2016-08-10";604,1;608,24;615,29;595
"1222";"2016-08-11";590,28;579;614,5;579
"1223";"2016-08-12";591,27;590,5;599,75;584,59
"1224";"2016-08-13";585,5;591,26;593;584
"1225";"2016-08-14";583,73;585,5;590,02;582
"1226";"2016-08-15";569,41;583,73;583,75;564
"1227";"2016-08-16";564,64;569,65;575,75;562,99
"1228";"2016-08-17";574,17;564,55;579;564
"1229";"2016-08-18";571,83;574,23;578,5;569
"1230";"2016-08-19";572,21;571,95;578,75;569,71
"1231";"2016-08-20";573,51;572,33;577,25;570,82
"1232";"2016-08-21";582,1;573,61;582,75;571,25
"1233";"2016-08-22";581,42;582,01;584,27;580
"1234";"2016-08-23";588,01;581,5;589,99;581,28
"1235";"2016-08-24";583,54;588,01;590,69;581,1
"1236";"2016-08-25";580,32;583,55;586,91;580
"1237";"2016-08-26";577,2;580,23;581,14;574,01
"1238";"2016-08-27";578,02;576,89;579,51;575,06
"1239";"2016-08-28";568,55;578,09;578,99;567,23
"1240";"2016-08-29";574,17;568,45;574,54;568,18
"1241";"2016-08-30";574,78;574,26;578,1;573,01
"1242";"2016-08-31";579,49;574,75;580,28;574,07
"1243";"2016-09-01";576,15;579,37;579,52;572,02
"1244";"2016-09-02";572,73;576,27;577,98;571,43
"1245";"2016-09-03";579,85;572,73;581,23;570,61
"1246";"2016-09-04";609,89;579,85;615;576,04
"1247";"2016-09-05";614,52;610;618,65;601,83
"1248";"2016-09-06";611,5;614,51;615,68;603,84
"1249";"2016-09-07";615,23;612,24;617,53;609,7
"1250";"2016-09-08";619,75;615,3;620,85;610,83
"1251";"2016-09-09";631,73;619,95;636,16;617,12
"1252";"2016-09-10";626,25;631,73;633,81;621,24
"1253";"2016-09-11";628;626,36;629,65;624,68
"1254";"2016-09-12";612,08;628;635;595,36
"1255";"2016-09-13";611,62;612,08;615,21;608,01
"1256";"2016-09-14";614,23;611,64;640;610
"1257";"2016-09-15";613,88;614,25;617,38;612,01
"1258";"2016-09-16";611,81;613,88;617,93;611
"1259";"2016-09-17";610,01;611,81;614,22;609,54
"1260";"2016-09-18";607,69;610;610,75;604,96
"1261";"2016-09-19";613,03;607,98;616,34;607,18
"1262";"2016-09-20";609,79;613,03;615,05;608,6
"1263";"2016-09-21";600,14;609,79;612,01;600,01
"1264";"2016-09-22";597,43;600,13;601,18;591
"1265";"2016-09-23";597,08;597,43;598,7;595,92
"1266";"2016-09-24";603,29;597,08;603,99;595,95
"1267";"2016-09-25";602,55;603,28;606;601
"1268";"2016-09-26";600,36;603,01;603,99;597,3
"1269";"2016-09-27";609,14;600,24;610,1;599,86
"1270";"2016-09-28";605,53;608,94;609,91;602,01
"1271";"2016-09-29";603,76;605,5;605,77;603,07
"1272";"2016-09-30";604,6;604,01;607,96;603,04
"1273";"2016-10-01";611,1;604,6;613,27;603,99
"1274";"2016-10-02";614,09;611,1;616,87;611,1
"1275";"2016-10-03";609,09;614,08;614,21;575
"1276";"2016-10-04";612,67;608,98;618;608,91
"1277";"2016-10-05";610,98;612,68;614,11;609,63
"1278";"2016-10-06";614,09;610,71;617,28;610
"1279";"2016-10-07";613,51;614,3;615,9;612,68
"1280";"2016-10-08";620,13;613,95;621,71;613
"1281";"2016-10-09";620,5;619,99;622,87;617,91
"1282";"2016-10-10";616,56;620,7;620,91;614,01
"1283";"2016-10-11";618,87;616,55;620;615,91
"1284";"2016-10-12";641,87;618,87;646,86;618,06
"1285";"2016-10-13";637,63;642;644,07;636,91
"1286";"2016-10-14";637,01;637,62;644,29;636,38
"1287";"2016-10-15";643;637,01;645,4;636,72
"1288";"2016-10-16";640,2;642,74;645,69;637,91
"1289";"2016-10-17";644,18;640,42;645,8;639,82
"1290";"2016-10-18";639,79;644,17;644,56;637,58
"1291";"2016-10-19";638,68;639,71;641,98;632,93
"1292";"2016-10-20";631,77;638,69;644;627,84
"1293";"2016-10-21";632,46;631,56;633,61;628
"1294";"2016-10-22";636,73;632,46;639;632
"1295";"2016-10-23";664,99;635,91;672,2;635,06
"1296";"2016-10-24";659,03;664,99;671,4;656,04
"1297";"2016-10-25";654,65;658,36;659,41;654,01
"1298";"2016-10-26";659,52;654,35;670;652,6
"1299";"2016-10-27";678,7;659,49;685,84;658,46
"1300";"2016-10-28";688,67;678,7;690,92;676,69
"1301";"2016-10-29";693,47;688,29;695,34;681,08
"1302";"2016-10-30";714,51;693,32;724;691,42
"1303";"2016-10-31";702,55;714,74;716,66;696,96
"1304";"2016-11-01";701,02;702,57;709;687,6
"1305";"2016-11-02";734,6;701,01;746,55;701,01
"1306";"2016-11-03";750,85;734,6;751,47;723,59
"1307";"2016-11-04";692,51;751,1;754,66;676
"1308";"2016-11-05";707,62;692,66;710,9;686,42
"1309";"2016-11-06";708,89;708,15;713,88;700,82
"1310";"2016-11-07";713,95;709,14;721,61;700,01
"1311";"2016-11-08";705,55;713,8;713,8;700,02
"1312";"2016-11-09";711,99;705,42;717,99;703
"1313";"2016-11-10";724,54;711,98;743,06;708,5
"1314";"2016-11-11";714,87;723,37;725;709,13
"1315";"2016-11-12";716,22;714,87;719,37;712,03
"1316";"2016-11-13";703,57;716,61;716,99;700,1
"1317";"2016-11-14";703,64;703,56;706,47;687,6
"1318";"2016-11-15";707,43;703,61;709,91;698,76
"1319";"2016-11-16";712,17;707,44;720,05;707,4
"1320";"2016-11-17";744,98;712;747,49;710
"1321";"2016-11-18";740,67;744,98;763,85;735
"1322";"2016-11-19";753,97;740,01;759,89;734,5
"1323";"2016-11-20";752,9;753,91;759,99;740
"1324";"2016-11-21";729,67;752,17;757;711,16
"1325";"2016-11-22";738,99;729,68;740,6;728,08
"1326";"2016-11-23";749,85;739;753,91;733,25
"1327";"2016-11-24";742;749,85;750,91;730,79
"1328";"2016-11-25";737,61;741,99;744,32;727,61
"1329";"2016-11-26";740,36;737,67;741,12;730
"1330";"2016-11-27";731,19;739,77;740,99;720
"1331";"2016-11-28";724,9;731,27;736,19;722,5
"1332";"2016-11-29";731,52;724,99;734,99;724,99
"1333";"2016-11-30";731,05;731,52;734,89;728,68
"1334";"2016-12-01";739;731,06;743,14;728,98
"1335";"2016-12-02";755,36;739;756;738,8
"1336";"2016-12-03";774,88;755,42;779,21;755,15
"1337";"2016-12-04";765,46;774,87;774,87;755,98
"1338";"2016-12-05";768,5;765,98;769,99;758,82
"1339";"2016-12-06";750,62;768,5;769;744,59
"1340";"2016-12-07";757,36;750,85;758,5;750,44
"1341";"2016-12-08";765,01;757,18;774,92;746,16
"1342";"2016-12-09";765,01;765,02;773,2;762,66
"1343";"2016-12-10";770,5;765,01;772,72;765
"1344";"2016-12-11";772,9;770,5;777,77;769,99
"1345";"2016-12-12";770,21;773,01;773,73;761,84
"1346";"2016-12-13";777,99;770,21;785;770,21
"1347";"2016-12-14";775;777,99;788,87;762,89
"1348";"2016-12-15";774,49;775;781,16;771,15
"1349";"2016-12-16";777,43;774,5;780,12;774,5
"1350";"2016-12-17";784,17;777,78;785,06;775,85
"1351";"2016-12-18";790,99;784,17;793;782,93
"1352";"2016-12-19";790,21;790,99;792,8;784,36
"1353";"2016-12-20";790,59;790,18;792,27;787,75
"1354";"2016-12-21";797,99;790,59;802,33;787,86
"1355";"2016-12-22";829,34;797,99;830,5;794,95
"1356";"2016-12-23";859,2;829,33;874;825
"1357";"2016-12-24";918,99;859;920;859
"1358";"2016-12-25";895,24;917,29;919,99;882,41
"1359";"2016-12-26";898;895,31;904,55;858,62
"1360";"2016-12-27";906,4;898;920;894,21
"1361";"2016-12-28";936,43;906,37;940;903,51
"1362";"2016-12-29";981,7;936,42;983;935,93
"1363";"2016-12-30";974,74;981,7;983;945
"1364";"2016-12-31";959,26;973,41;974,32;929,5
"1365";"2017-01-01";966,58;959,19;968,2;945,01
"1366";"2017-01-02";998,99;966,61;1006,5;961,26
"1367";"2017-01-03";1019,3;999;1035;994,1
"1368";"2017-01-04";1037,5;1019,6;1040;1013,5
"1369";"2017-01-05";1139,6;1037,6;1150;1036,4
"1370";"2017-01-06";1003,2;1138,3;1166;850,79
"1371";"2017-01-07";898,5;1003,8;1025;871
"1372";"2017-01-08";908;898,2;911,09;815
"1373";"2017-01-09";915,9;908,03;943,6;890
"1374";"2017-01-10";903;915,9;916,7;875
"1375";"2017-01-11";905,76;903,01;918;895,48
"1376";"2017-01-12";779,54;905,76;923,66;760
"1377";"2017-01-13";804,58;779,54;831,18;735
"1378";"2017-01-14";828,12;804,58;832,39;775,61
"1379";"2017-01-15";815,3;827,22;838,54;800,03
"1380";"2017-01-16";820,74;816,7;823;805,03
"1381";"2017-01-17";830,1;821,16;837,97;813,94
"1382";"2017-01-18";903,99;830;910,8;828
"1383";"2017-01-19";887,46;903,99;913,85;847,23
"1384";"2017-01-20";900,29;887,49;910,03;883,49
"1385";"2017-01-21";895,74;901,56;904,99;883,06
"1386";"2017-01-22";924,02;896,14;931,01;893,89
"1387";"2017-01-23";923,72;924,3;939,9;892
"1388";"2017-01-24";908,52;923,72;928,87;905,99
"1389";"2017-01-25";886,1;908,36;927,34;884,2
"1390";"2017-01-26";893,35;886,45;899,61;884,2
"1391";"2017-01-27";915,12;893,9;917,64;893,49
"1392";"2017-01-28";916,7;915,1;922,16;905
"1393";"2017-01-29";919,43;916,98;923,99;915,01
"1394";"2017-01-30";912,55;919,48;922,99;910,72
"1395";"2017-01-31";917,35;912,56;920,89;910,01
"1396";"2017-02-01";966,19;917,35;969,4;916,75
"1397";"2017-02-02";983,73;966,2;985;960,1
"1398";"2017-02-03";1007;983,75;1010,6;970,1
"1399";"2017-02-04";1015,7;1007;1020,5;986,11
"1400";"2017-02-05";1031,1;1015,8;1040;1001,6
"1401";"2017-02-06";1006,6;1030,9;1033;995,1
"1402";"2017-02-07";1022,6;1007;1026,3;1006
"1403";"2017-02-08";1052,1;1022,8;1056,4;1021,7
"1404";"2017-02-09";1048,8;1052,5;1070;1006,5
"1405";"2017-02-10";984,97;1049;1078;936,34
"1406";"2017-02-11";992;984,97;1002;949,36
"1407";"2017-02-12";1000,1;992,02;1009;984,01
"1408";"2017-02-13";996,01;1000;1005,8;992,33
"1409";"2017-02-14";996,5;996;1004,8;974,22
"1410";"2017-02-15";1013,3;996,52;1019;988,6
"1411";"2017-02-16";1013,9;1013,4;1018,2;1002,3
"1412";"2017-02-17";1038,5;1013,9;1045,8;1013,9
"1413";"2017-02-18";1056,2;1037,2;1067,4;1033,1
"1414";"2017-02-19";1059,7;1056,9;1071,1;1053,1
"1415";"2017-02-20";1056,2;1059,1;1066;1045
"1416";"2017-02-21";1091,2;1056,3;1110;1040,1
"1417";"2017-02-22";1129,6;1091,8;1134;1085
"1418";"2017-02-23";1125,5;1130,1;1140;1106,4
"1419";"2017-02-24";1189,8;1125,6;1197;1116,5
"1420";"2017-02-25";1185,4;1189,5;1222,4;1110
"1421";"2017-02-26";1153;1185,4;1189,9;1131,3
"1422";"2017-02-27";1178,3;1153;1186,1;1130,7
"1423";"2017-02-28";1195,5;1178,7;1204;1170
"1424";"2017-03-01";1189,1;1195,7;1216;1176,6
"1425";"2017-03-02";1233,2;1189,1;1236,4;1186
"1426";"2017-03-03";1258;1233,7;1285,9;1212
"1427";"2017-03-04";1289,2;1258,5;1294,9;1256
"1428";"2017-03-05";1267,8;1289,2;1291,9;1240
"1429";"2017-03-06";1278,4;1267;1279,9;1245
"1430";"2017-03-07";1279,2;1278,5;1287,8;1268
"1431";"2017-03-08";1232,4;1279,3;1282;1185
"1432";"2017-03-09";1150;1232,3;1243,6;1142,1
"1433";"2017-03-10";1190,4;1149,4;1207,6;1136
"1434";"2017-03-11";1115,4;1190,3;1339,9;958,5
"1435";"2017-03-12";1172,4;1113;1196,6;1101,2
"1436";"2017-03-13";1224,4;1172,5;1232,7;1166,8
"1437";"2017-03-14";1238,5;1224,4;1247,3;1206,7
"1438";"2017-03-15";1245;1238,5;1258,8;1218,9
"1439";"2017-03-16";1256,2;1244,4;1263,9;1241
"1440";"2017-03-17";1168,6;1257,1;1259,7;1132,5
"1441";"2017-03-18";1070,4;1169,1;1169,8;1065
"1442";"2017-03-19";971,51;1067,8;1097,9;935,11
"1443";"2017-03-20";1016,5;971,63;1059;969,4
"1444";"2017-03-21";1040,5;1016,1;1054,2;1011
"1445";"2017-03-22";1115,9;1040,5;1122,3;1039
"1446";"2017-03-23";1039,1;1115,7;1116;985,55
"1447";"2017-03-24";1032,7;1039,3;1055;1018
"1448";"2017-03-25";942,13;1032,7;1034,6;928
"1449";"2017-03-26";972,17;942,14;981;888,2
"1450";"2017-03-27";968,9;972,17;1006;950,1
"1451";"2017-03-28";1042,7;969;1046,9;960,1
"1452";"2017-03-29";1044,7;1042,8;1068,9;1016,2
"1453";"2017-03-30";1041,8;1044,3;1059;1008,5
"1454";"2017-03-31";1041,2;1041,7;1053,5;1021,2
"1455";"2017-04-01";1081,5;1041,2;1089,4;1035
"1456";"2017-04-02";1093,5;1081,3;1106,9;1070
"1457";"2017-04-03";1107,5;1093,3;1118,2;1080,9
"1458";"2017-04-04";1150,1;1107,6;1159,9;1107,5
"1459";"2017-04-05";1145,8;1150,2;1165,6;1124
"1460";"2017-04-06";1140,4;1145,7;1146,7;1111,2
"1461";"2017-04-07";1191,5;1140,5;1206,4;1140,3
"1462";"2017-04-08";1196,6;1191,5;1209;1176,7
"1463";"2017-04-09";1188,1;1196,4;1202,9;1171
"1464";"2017-04-10";1215,9;1188,1;1226,9;1179,4
"1465";"2017-04-11";1220,3;1216,3;1229,9;1208
"1466";"2017-04-12";1235,6;1220,2;1244,7;1209,1
"1467";"2017-04-13";1227,4;1236;1244,3;1221
"1468";"2017-04-14";1186,9;1227,4;1235,3;1163,3
"1469";"2017-04-15";1206,8;1189,2;1219,2;1184
"1470";"2017-04-16";1193,3;1206,7;1215;1190
"1471";"2017-04-17";1212;1194;1217,6;1190,1
"1472";"2017-04-18";1240;1212,5;1247;1202
"1473";"2017-04-19";1265,4;1240;1274,8;1237
"1474";"2017-04-20";1260,5;1265,2;1272;1254,3
"1475";"2017-04-21";1308,5;1260,5;1326,9;1259,9
"1476";"2017-04-22";1327;1308,5;1333,1;1307
"1477";"2017-04-23";1346,4;1327;1354,9;1290
"1478";"2017-04-24";1355,2;1345,4;1359;1336
"1479";"2017-04-25";1345;1355,3;1359,6;1325
"1480";"2017-04-26";1371,1;1345;1378,5;1342,1
"1481";"2017-04-27";1400;1372,1;1411,7;1362,3
"1482";"2017-04-28";1440,3;1399,3;1449,7;1392,5
"1483";"2017-04-29";1415,6;1440,5;1447;1366
"1484";"2017-04-30";1423,6;1415,9;1439,5;1400,1
"1485";"2017-05-01";1435;1425,4;1443,7;1400,1
"1486";"2017-05-02";1533;1435,3;1560;1432
"1487";"2017-05-03";1558,5;1533;1604,6;1473
"1488";"2017-05-04";1619;1560;1627;1541,9
"1489";"2017-05-05";1607,1;1619,6;1702;1519
"1490";"2017-05-06";1545,1;1607,2;1665,9;1505
"1491";"2017-05-07";1597;1545;1605,1;1540,1
"1492";"2017-05-08";1619,9;1597;1632,5;1575,1
"1493";"2017-05-09";1703,5;1620;1715;1618,9
"1494";"2017-05-10";1760;1703,4;1815;1695,1
"1495";"2017-05-11";1796,9;1760;1817,4;1722,3
"1496";"2017-05-12";1853,9;1796,1;1908,1;1763,6
"1497";"2017-05-13";1735;1855;1864,8;1700,2
"1498";"2017-05-14";1819,5;1733,7;1825;1666
"1499";"2017-05-15";1827,3;1820,6;1852,4;1775,2
"1500";"2017-05-16";1772;1827,3;1830,4;1719
"1501";"2017-05-17";1786,2;1772;1795,1;1728
"1502";"2017-05-18";1870;1785,4;1894;1766,3
"1503";"2017-05-19";1941,5;1870;1954,6;1861
"1504";"2017-05-20";1966,5;1941,9;2000;1925
"1505";"2017-05-21";2059,3;1966,5;2072,2;1962,9
"1506";"2017-05-22";2026,6;2059,3;2099,1;2000,1
"1507";"2017-05-23";2087,3;2027;2222,2;1978
"1508";"2017-05-24";2249,6;2087,3;2264,2;2060
"1509";"2017-05-25";2395,5;2249,2;2444,9;2246,1
"1510";"2017-05-26";2268,1;2395,5;2690;2141,1
"1511";"2017-05-27";2125,9;2268,2;2477;2007
"1512";"2017-05-28";1980,2;2126;2210,8;1810
"1513";"2017-05-29";2056,9;1979,9;2194,4;1950
"1514";"2017-05-30";2207,4;2056,8;2249,8;1990
"1515";"2017-05-31";2146,7;2207;2265;2080,1
"1516";"2017-06-01";2191,8;2146,8;2241;2000
"1517";"2017-06-02";2312;2191,60075499;2368,2;2187,3
"1518";"2017-06-03";2405,9;2311,9;2408;2262,8
"1519";"2017-06-04";2461;2404,7;2481,2;2347,6
"1520";"2017-06-05";2488,2;2461,6;2498;2365
"1521";"2017-06-06";2636,9;2488,2;2649,5;2480
"1522";"2017-06-07";2844,6;2636,7;2899,7;2620
"1523";"2017-06-08";2644;2844,7;2850;2600,1
"1524";"2017-06-09";2781,5;2644,1;2789,5;2527
"1525";"2017-06-10";2809;2783,2;2849,8;2763,9
"1526";"2017-06-11";2806;2809;2890,5;2711,1
"1527";"2017-06-12";2941,8;2810,6;3003;2793,4
"1528";"2017-06-13";2569,6;2938,8;2962,2;2284,4
"1529";"2017-06-14";2677,1;2569;2730;2528,1
"1530";"2017-06-15";2394,3;2677,1;2722,42278245;2280
"1531";"2017-06-16";2377,5;2393,3;2455;2046
"1532";"2017-06-17";2437,5;2378,7;2487;2257,8
"1533";"2017-06-18";2610,1;2437,5;2636,9;2368,1
"1534";"2017-06-19";2491,4;2610;2640;2420
"1535";"2017-06-20";2582;2491,5;2593,9;2480
"1536";"2017-06-21";2714,5;2582;2780;2568,2
"1537";"2017-06-22";2624,4;2713,6;2760;2572,3
"1538";"2017-06-23";2672,8;2621,9;2709;2554,8
"1539";"2017-06-24";2674,9;2672,8;2726;2652
"1540";"2017-06-25";2502,6;2673,1;2700;2452,86920686
"1541";"2017-06-26";2483,3;2504,9;2595;2368,3
"1542";"2017-06-27";2393,6;2483;2510,4;2258,7
"1543";"2017-06-28";2521,2;2393,5;2524;2207,8
"1544";"2017-06-29";2518,2;2521,2;2566,8;2403,2
"1545";"2017-06-30";2472,4;2518,5;2537,8;2424
"1546";"2017-07-01";2420,6;2472,3;2511,1;2404
"1547";"2017-07-02";2346,2;2420,6;2441;2291
"1548";"2017-07-03";2445,1;2346,1;2476,3;2302
"1549";"2017-07-04";2524;2445,1;2587,4;2416,2
"1550";"2017-07-05";2579,9;2525,7;2628,6;2511
"1551";"2017-07-06";2598,6;2579,9;2619;2477,9
"1552";"2017-07-07";2593,2;2598,5;2607,1;2546
"1553";"2017-07-08";2479,3;2592,9;2598,8;2447
"1554";"2017-07-09";2542;2479,4;2542,6;2436,1
"1555";"2017-07-10";2477,9;2542;2555,7;2470,8
"1556";"2017-07-11";2318,3;2480,5;2499,9;2236,6
"1557";"2017-07-12";2283,8;2318,3;2375;2182
"1558";"2017-07-13";2375,6;2285,5;2397;2190
"1559";"2017-07-14";2330,1;2374,2;2400;2293,1
"1560";"2017-07-15";2206,5;2330,1;2345,6;2138
"1561";"2017-07-16";1978,6;2206,5;2210,1;1975,1
"1562";"2017-07-17";1925;1978,5;2051,1;1826,2
"1563";"2017-07-18";2220;1925;2223,5;1923,2
"1564";"2017-07-19";2302,8;2220;2380,2;2139
"1565";"2017-07-20";2253,4;2300,4;2400;2213,9
"1566";"2017-07-21";2865,1;2253,3;2922;2253,3
"1567";"2017-07-22";2659;2874,4;2890;2615
"1568";"2017-07-23";2844,7;2659,7;2917;2642,8
"1569";"2017-07-24";2750,1;2844,7;2877,5;2655
"1570";"2017-07-25";2769,7;2749,2;2812;2707,1
"1571";"2017-07-26";2560,9;2769,7;2790,1;2417
"1572";"2017-07-27";2527,73811996;2560,9;2612;2404
"1573";"2017-07-28";2664,6;2527,73811996;2682,2;2511
"1574";"2017-07-29";2784,8;2664,6;2820;2655,5
"1575";"2017-07-30";2713,1;2784,9;2794,2;2662
"1576";"2017-07-31";2748,2;2713,3;2760;2582,9
