"data";"close";"open";"high";"low"
"546";"2014-09-28";399,8;404,03;409,04;393,2
"547";"2014-09-29";376,7;399,8;402,9;365
"548";"2014-09-30";373,64;375,93;386,56;368
"549";"2014-10-01";387;373,64;398,7;370
"550";"2014-10-02";383,63;386,93;391,18;377
"551";"2014-10-03";371,39;382,72;385,52;367,8
"552";"2014-10-04";359,74;371,39;376,86;355
"553";"2014-10-05";328,25;358,93;367,05;321,5
"554";"2014-10-06";319,9;327,36;346,69;275
"555";"2014-10-07";327,56;319,9;346,89;301
"556";"2014-10-08";335,97;327,59;340;317
"557";"2014-10-09";352,9;335,97;354,87;323,85
"558";"2014-10-10";364;353;387,13;347,14
"559";"2014-10-11";359,1;363,98;379,74;351,15
"560";"2014-10-12";360,66;359,1;368,5;351
"561";"2014-10-13";378,05;361,01;382,46;351,86
"562";"2014-10-14";391,2;378,05;399,89;368,24
"563";"2014-10-15";399;391,5;414,42;391,5
"564";"2014-10-16";394,2;399;402,68;384,7
"565";"2014-10-17";381,6;394,2;400;370,21
"566";"2014-10-18";382,48;381,55;386,8;372
"567";"2014-10-19";390,9;381,24;396;376,4
"568";"2014-10-20";388,02;390,92;394,5;383,5
"569";"2014-10-21";380,55;388,08;388,25;370,2
"570";"2014-10-22";384;380,86;394;376,66
"571";"2014-10-23";378,8;384,01;386,7;377,25
"572";"2014-10-24";357,87;378,79;383,6;355
"573";"2014-10-25";356,58;357,87;363,1;351,5
"574";"2014-10-26";344,62;356,58;358,88;337,65
"575";"2014-10-27";353,01;344,65;359,9;340,2
"576";"2014-10-28";349,01;353,07;359,47;346,44
"577";"2014-10-29";352,7;349,51;355,44;347,44
"578";"2014-10-30";333,58;352,71;353,78;332
"579";"2014-10-31";345,08;333,5;351;331
"580";"2014-11-01";336,82;345,08;347,99;332,14
"581";"2014-11-02";325,9;336,72;339;315,54
"582";"2014-11-03";323,82;325,9;329,55;317,7
"583";"2014-11-04";325;323,8;334,14;323,8
"584";"2014-11-05";329,66;324,83;331,28;321
"585";"2014-11-06";338,62;329,75;342,54;329,75
"586";"2014-11-07";350,48;338,62;354,32;336,32
"587";"2014-11-08";341,84;350,49;354;338,1
"588";"2014-11-09";345;342,04;348,3;341
"589";"2014-11-10";362,61;345,01;364,12;343,41
"590";"2014-11-11";366,07;362,6;374,26;356,33
"591";"2014-11-12";367,65;366,17;371,45;360,74
"592";"2014-11-13";433,56;367,66;436;367,59
"593";"2014-11-14";417,65;432;475;381,56
"594";"2014-11-15";399,99;417,65;425,67;382,22
"595";"2014-11-16";375,34;400;410,1;368
"596";"2014-11-17";391,65;375,37;399,9;372,5
"597";"2014-11-18";387,5;391,8;413,48;373
"598";"2014-11-19";372,85;387,5;393;366,46
"599";"2014-11-20";375,26;372,89;386;368,55
"600";"2014-11-21";356,77;376,73;379,5;352,01
"601";"2014-11-22";350,46;356,59;357,39;340
"602";"2014-11-23";352,81;350,11;365,3;349,1
"603";"2014-11-24";368,25;352,44;372,28;351,5
"604";"2014-11-25";376,05;368;391,92;363,62
"605";"2014-11-26";377,02;376,06;396,87;375,08
"606";"2014-11-27";369,99;377;379,26;365,22
"607";"2014-11-28";370;370;375;368,15
"608";"2014-11-29";377,43;369,99;387,5;355,51
"609";"2014-11-30";376,28;377,79;390;371
"610";"2014-12-01";379,89;376,07;385,59;373,7
"611";"2014-12-02";382;379,67;386,5;377,3
"612";"2014-12-03";384,5;382;387,99;379,08
"613";"2014-12-04";376;384,67;386,3;372,64
"614";"2014-12-05";370,99;376,24;380,33;367,8
"615";"2014-12-06";378,18;370,74;382,51;366,1
"616";"2014-12-07";376,69;378,3;381,19;370,11
"617";"2014-12-08";376,02;376,59;379,8;373,01
"618";"2014-12-09";362,11;376,29;378,34;362,11
"619";"2014-12-10";351,99;362,1;363,91;343
"620";"2014-12-11";345,08;352;352,5;345
"621";"2014-12-12";348,53;345,12;362,99;335,7
"622";"2014-12-13";352,29;348,06;354,9;346,11
"623";"2014-12-14";346,56;352,49;352,49;344,11
"624";"2014-12-15";353,65;346,56;358;345,04
"625";"2014-12-16";346,01;353,7;354,6;345,45
"626";"2014-12-17";325,1;346,34;346,93;325,1
"627";"2014-12-18";318,86;325,13;335;314,21
"628";"2014-12-19";311,77;319,5;325;302,32
"629";"2014-12-20";318,47;311,76;319,97;305,6
"630";"2014-12-21";329,66;318,47;330;315,3
"631";"2014-12-22";320,79;329,69;329,73;316,85
"632";"2014-12-23";332,63;321,19;336,85;319,64
"633";"2014-12-24";335,7;332,41;337,79;330
"634";"2014-12-25";322,61;335,69;335,93;320
"635";"2014-12-26";318,5;322,62;323,4;315,5
"636";"2014-12-27";327,2;318,49;332,4;316,17
"637";"2014-12-28";315,89;327,79;330,6;310
"638";"2014-12-29";316,94;315,9;319,79;310,08
"639";"2014-12-30";312,64;316,96;320,5;312,51
"640";"2014-12-31";310,8;312,86;315,93;307,1
"641";"2015-01-01";322,3;310,81;322,79;309,39
"642";"2015-01-02";314,96;322,31;322,9;313,81
"643";"2015-01-03";315,81;314,54;316,74;313,28
"644";"2015-01-04";279,3;315,8;315,99;277,5
"645";"2015-01-05";264,19;279,3;288,74;255,03
"646";"2015-01-06";274,84;264,04;280,44;263,75
"647";"2015-01-07";288,43;274,85;291,94;272,1
"648";"2015-01-08";297,99;288,36;303,33;284
"649";"2015-01-09";283,21;297,89;298,47;282,01
"650";"2015-01-10";290,51;283,99;297,32;280,4
"651";"2015-01-11";276,03;290,58;292,1;275
"652";"2015-01-12";267,27;276,01;282,86;265,83
"653";"2015-01-13";268,75;267,54;274,44;266,24
"654";"2015-01-14";228,07;268,6;269,66;219
"655";"2015-01-15";182;228,49;228,49;166,45
"656";"2015-01-16";209,81;181;230,74;179,05
"657";"2015-01-17";208,5;209,81;223,1;197,72
"658";"2015-01-18";201,24;208,52;214;192,2
"659";"2015-01-19";211,03;200,31;222;194
"660";"2015-01-20";216,2;210,98;219,95;207
"661";"2015-01-21";212,11;216,14;219,25;203,7
"662";"2015-01-22";228,08;212,1;230;211
"663";"2015-01-23";234,7;228,05;242;225,29
"664";"2015-01-24";233,12;234,7;236,98;225,13
"665";"2015-01-25";248,66;233,37;249,77;229,03
"666";"2015-01-26";254,73;248,94;259,39;245
"667";"2015-01-27";276,01;254,72;315;254,65
"668";"2015-01-28";265,09;276,01;280,37;250
"669";"2015-01-29";234,5;265,55;269,97;226,35
"670";"2015-01-30";233,01;234,49;239,33;220
"671";"2015-01-31";226,45;233,7;243,89;224,22
"672";"2015-02-01";215,8;226,47;234,03;213,1
"673";"2015-02-02";226,92;215,91;233,32;211,02
"674";"2015-02-03";238,99;226,86;247,5;222,5
"675";"2015-02-04";227,96;238,86;248,42;222,66
"676";"2015-02-05";227,8;227,81;233;220,23
"677";"2015-02-06";216,47;227,79;228,8;210,12
"678";"2015-02-07";222,65;216,43;225,88;215
"679";"2015-02-08";228,8;222,66;239,78;222,66
"680";"2015-02-09";223,85;228,8;232,9;221,1
"681";"2015-02-10";220,48;224,13;225,98;215,33
"682";"2015-02-11";220,87;220,48;223,88;214
"683";"2015-02-12";219,8;220,75;224,4;218,1
"684";"2015-02-13";222,39;219,8;223,2;217,8
"685";"2015-02-14";236,13;222,56;242,5;221,46
"686";"2015-02-15";257;235,8;261,3;235,51
"687";"2015-02-16";235,88;257,01;268,54;228,2
"688";"2015-02-17";233,5;235,34;243,65;228,62
"689";"2015-02-18";244;233,5;246,28;231,5
"690";"2015-02-19";236,26;243,82;244,99;231,01
"691";"2015-02-20";240;236,27;243,42;234,97
"692";"2015-02-21";244,5;240,2;248,98;238,95
"693";"2015-02-22";245,54;244,51;247,73;243,28
"694";"2015-02-23";236,5;245,53;247,78;232,1
"695";"2015-02-24";239,4;236,5;241;232,61
"696";"2015-02-25";239,73;239,33;240,99;236,7
"697";"2015-02-26";237,99;239,95;240,83;235,53
"698";"2015-02-27";236,93;237,98;238,33;233,62
"699";"2015-02-28";255,05;236,93;262,8;236,64
"700";"2015-03-01";255,7;255,06;257,4;251,25
"701";"2015-03-02";262,4;255,7;266,91;245,65
"702";"2015-03-03";277,41;262,47;279,61;258,98
"703";"2015-03-04";283,75;277,3;294;267,04
"704";"2015-03-05";273,33;283,8;285,99;267
"705";"2015-03-06";277,69;272,92;284,99;262
"706";"2015-03-07";273,36;277,69;279,75;268,8
"707";"2015-03-08";276,97;273,27;280,76;270,55
"708";"2015-03-09";275,59;276,98;278,68;271,61
"709";"2015-03-10";291;275,58;295;275,01
"710";"2015-03-11";292,62;291,04;303,96;289,03
"711";"2015-03-12";296,6;292,64;298,75;291
"712";"2015-03-13";295,55;296,52;298,8;291,04
"713";"2015-03-14";283,18;295,52;295,91;282,13
"714";"2015-03-15";282,6;283,18;287,6;281,36
"715";"2015-03-16";286,9;282,54;287,8;281,59
"716";"2015-03-17";291,22;286,71;295,2;286,45
"717";"2015-03-18";285,25;291,24;292,9;281,56
"718";"2015-03-19";257,21;285,11;285,25;248
"719";"2015-03-20";261,98;257,2;269,5;246,98
"720";"2015-03-21";262,19;261,7;267;259,36
"721";"2015-03-22";260,47;262,18;263,01;255,1
"722";"2015-03-23";268,82;260,6;270,8;259,74
"723";"2015-03-24";267,23;268,6;271,5;262
"724";"2015-03-25";246;267,31;268,4;241,39
"725";"2015-03-26";246,29;246;250,95;235,7
"726";"2015-03-27";249,33;246,29;255;244,5
"727";"2015-03-28";246,5;249,21;250,45;245,23
"728";"2015-03-29";252,95;246,5;255,96;246,49
"729";"2015-03-30";242,74;252,9;253,01;238,89
"730";"2015-03-31";247,93;242,9;250,98;236,24
"731";"2015-04-01";244,51;247,93;248,8;242
"732";"2015-04-02";246,93;244,56;248,71;239,21
"733";"2015-04-03";253,23;247,07;254,94;243
"734";"2015-04-04";254,24;253,33;256,49;250,31
"735";"2015-04-05";253,6;254,24;255,7;250,32
"736";"2015-04-06";260,5;253,7;261,25;251,55
"737";"2015-04-07";255,73;260,75;262,45;253,4
"738";"2015-04-08";253,7;255,62;257,9;253,01
"739";"2015-04-09";244,92;253,7;254,99;242,72
"740";"2015-04-10";243,58;244,94;246,79;236,5
"741";"2015-04-11";236,12;243,56;243,74;230,75
"742";"2015-04-12";236,86;236,12;240,58;233,72
"743";"2015-04-13";236,38;236,83;238,7;232,38
"744";"2015-04-14";224,9;236,21;237,7;220,14
"745";"2015-04-15";220,16;224,9;225,75;216,37
"746";"2015-04-16";223,98;220,1;224,75;219,01
"747";"2015-04-17";228,14;223,8;230;223,01
"748";"2015-04-18";222,4;228,23;228,98;219,58
"749";"2015-04-19";223,08;222,39;224,16;219,94
"750";"2015-04-20";222,16;223,23;227;222,1
"751";"2015-04-21";224,21;222,28;227;221,24
"752";"2015-04-22";236,96;224,21;236,99;224,16
"753";"2015-04-23";234,14;236,18;238,99;232
"754";"2015-04-24";236,01;234,35;237,22;233
"755";"2015-04-25";231,38;235,82;236,51;228,7
"756";"2015-04-26";226,01;231,21;232,7;225,35
"757";"2015-04-27";219,7;226,1;226,84;213,92
"758";"2015-04-28";226,91;219,73;232,49;218,24
"759";"2015-04-29";225,3;227,44;228,05;222,16
"760";"2015-04-30";225,23;225,3;227,8;222,66
"761";"2015-05-01";236,11;225,56;240,89;224,63
"762";"2015-05-02";231,78;236,18;239,25;231,26
"763";"2015-05-03";234,81;231,75;235,79;231,75
"764";"2015-05-04";240,57;234,76;243,73;233,75
"765";"2015-05-05";238,54;240,69;243,6;236,98
"766";"2015-05-06";235,87;238,68;239,49;231,05
"767";"2015-05-07";229,27;235,85;236,75;226,42
"768";"2015-05-08";237,3;229,04;239,79;227,81
"769";"2015-05-09";244,5;237,3;249,22;236,2
"770";"2015-05-10";242,54;244,52;249,21;240,1
"771";"2015-05-11";240,73;242,53;245,95;238,79
"772";"2015-05-12";242,46;240,8;245,49;238,5
"773";"2015-05-13";241,92;242,44;244,67;240,86
"774";"2015-05-14";235,7;242,01;245;234,22
"775";"2015-05-15";236,7;235,72;238,39;232,1
"776";"2015-05-16";237,3;236,7;239;233,88
"777";"2015-05-17";235,7;237,24;237,58;234
"778";"2015-05-18";236,15;235,85;238,24;235,6
"779";"2015-05-19";232,82;236,25;237,25;229
"780";"2015-05-20";231,7;232,83;233,99;231,19
"781";"2015-05-21";234,24;231,56;235,24;231,56
"782";"2015-05-22";235,27;234,26;236,5;233,9
"783";"2015-05-23";240,97;235,25;241,83;234,59
"784";"2015-05-24";238,81;240,97;241,2;237,54
"785";"2015-05-25";240,96;238,86;242,98;238,52
"786";"2015-05-26";237,1;240,92;241,12;236,1
"787";"2015-05-27";237,36;237,1;238,5;235,26
"788";"2015-05-28";236,48;237,37;239,3;235
"789";"2015-05-29";236,86;236,75;237,5;235,85
"790";"2015-05-30";236,52;236,83;237,16;235,02
"791";"2015-05-31";232,54;236,72;236,73;228,2
"792";"2015-06-01";228,7;232,35;232,69;227
"793";"2015-06-02";222;228,38;230,89;219,71
"794";"2015-06-03";224,68;222,01;226;220,97
"795";"2015-06-04";225,14;224,7;227;222,26
"796";"2015-06-05";223,24;225,14;225,77;222,64
"797";"2015-06-06";224,51;223,24;229,23;222,65
"798";"2015-06-07";225,66;224,7;228;223,9
"799";"2015-06-08";223,26;225,69;227;222,29
"800";"2015-06-09";228,76;223,29;230,63;223,25
"801";"2015-06-10";229,06;228,79;232,07;227,79
"802";"2015-06-11";228,6;229,06;229,97;227,48
"803";"2015-06-12";230;228,61;230,7;228,6
"804";"2015-06-13";229,55;229,99;231,34;229,11
"805";"2015-06-14";232,87;229,51;234,3;228,4
"806";"2015-06-15";233,54;232,86;235,44;232,51
"807";"2015-06-16";236,98;233,5;238,16;233,35
"808";"2015-06-17";252,17;236,97;254;236
"809";"2015-06-18";248,95;252,19;259,1;246
"810";"2015-06-19";249,51;248,96;253,7;243
"811";"2015-06-20";244,56;249,38;252,13;243,5
"812";"2015-06-21";245,38;244,56;245,9;240
"813";"2015-06-22";244,25;245,38;245,69;241,09
"814";"2015-06-23";246,67;244,25;247,99;243,5
"815";"2015-06-24";244,25;246,69;247,35;242
"816";"2015-06-25";239,8;244,19;244,19;239
"817";"2015-06-26";242,05;239,75;243;239,5
"818";"2015-06-27";243,29;242,15;243,9;240,61
"819";"2015-06-28";251,61;243,29;251,77;242,6
"820";"2015-06-29";248,71;251,6;252,06;247,25
"821";"2015-06-30";256,69;248,71;257,74;248,57
"822";"2015-07-01";263,07;256,7;269;253,05
"823";"2015-07-02";258,1;262,9;264,81;252,77
"824";"2015-07-03";254,52;258,08;262,61;253
"825";"2015-07-04";256,09;254,52;256,9;252,11
"826";"2015-07-05";260,58;256,12;262,64;253,57
"827";"2015-07-06";271,96;260,57;275,88;258
"828";"2015-07-07";269,23;271,82;278,69;267,33
"829";"2015-07-08";265,72;269,24;271,5;262,61
"830";"2015-07-09";270,52;265,78;274,11;263
"831";"2015-07-10";269,23;270,49;274;266,22
"832";"2015-07-11";285,36;269,22;296,1;268,58
"833";"2015-07-12";293,18;285,35;301,49;283,46
"834";"2015-07-13";311,15;293,19;316,23;291,81
"835";"2015-07-14";292,65;311,18;312;281,5
"836";"2015-07-15";286,83;292,6;297,25;286
"837";"2015-07-16";285,42;286,87;294,44;283,51
"838";"2015-07-17";278,94;285,42;295;275,21
"839";"2015-07-18";279,82;278,93;281,55;272
"840";"2015-07-19";277,25;279,52;283,33;276,12
"841";"2015-07-20";275,04;277,25;279,18;274,69
"842";"2015-07-21";280,2;275,04;280,5;273,5
"843";"2015-07-22";275,55;280,2;282,1;275,09
"844";"2015-07-23";277,99;275,55;278,39;274,5
"845";"2015-07-24";276,51;277,88;278,44;275,56
"846";"2015-07-25";288,6;276,48;289,93;276,02
"847";"2015-07-26";289,37;288,58;292,35;286,39
"848";"2015-07-27";293,01;289,36;294,57;288,12
"849";"2015-07-28";294,84;293;298,74;286
"850";"2015-07-29";295,23;294,73;298,93;293,61
"851";"2015-07-30";289,92;295,24;295,68;286,02
"852";"2015-07-31";288,21;289,92;291;284,01
"853";"2015-08-01";284,45;288,02;289,85;281
"854";"2015-08-02";280,31;284,45;284,99;276,53
"855";"2015-08-03";282,44;280,31;283,44;276,26
"856";"2015-08-04";281,28;282,44;287,05;279,7
"857";"2015-08-05";285,47;281,28;285,94;281,28
"858";"2015-08-06";282,41;285,47;285,94;279,7
"859";"2015-08-07";279,08;282,58;282,58;278
"860";"2015-08-08";280,19;279,08;281;276,07
"861";"2015-08-09";261,34;280,04;280,32;260,62
"862";"2015-08-10";265,58;261,43;267,6;260,73
"863";"2015-08-11";265,1;265,69;267,72;262,17
"864";"2015-08-12";271,96;265,09;272,99;264,81
"865";"2015-08-13";267,09;271,97;273,75;265,8
"866";"2015-08-14";264,47;267,09;268;263,33
"867";"2015-08-15";266,09;264,47;268,97;262,13
"868";"2015-08-16";262,2;266,32;267,76;260,96
"869";"2015-08-17";259,9;262,04;262,9;256,5
"870";"2015-08-18";258,49;259,9;262,37;257,4
"871";"2015-08-19";214;258,5;258,5;162
"872";"2015-08-20";226,32;214,09;255,08;198
"873";"2015-08-21";235,54;226,27;237,94;226,27
"874";"2015-08-22";232,17;235,55;236,43;228,76
"875";"2015-08-23";230,27;232,46;234,71;221,77
"876";"2015-08-24";228,53;230,33;232,88;223,05
"877";"2015-08-25";210,5;228,1;228,69;207,62
"878";"2015-08-26";222,68;210,49;228,77;196,6
"879";"2015-08-27";226,12;222,68;232,38;220,1
"880";"2015-08-28";225,76;226,13;229,5;224
"881";"2015-08-29";231,83;225,66;238,9;220,11
"882";"2015-08-30";230,75;232,08;234,03;227,16
"883";"2015-08-31";229,99;230,9;233,96;225,2
"884";"2015-09-01";231,35;229,99;233,69;225,31
"885";"2015-09-02";228,24;231,06;232,39;226,55
"886";"2015-09-03";229,71;228,24;231,89;226,51
"887";"2015-09-04";227,25;229,71;229,96;226,1
"888";"2015-09-05";230,89;227,29;231,66;227,01
"889";"2015-09-06";235,84;230,88;239,76;230,01
"890";"2015-09-07";240,97;235,84;248,48;235,5
"891";"2015-09-08";240,85;241;243;239,03
"892";"2015-09-09";244,2;240,91;247,68;240,27
"893";"2015-09-10";239,07;244,2;245,57;238,38
"894";"2015-09-11";239,49;238,97;241,9;237,01
"895";"2015-09-12";240,6;239,4;242,89;228,42
"896";"2015-09-13";235,77;240,9;241;235,33
"897";"2015-09-14";230,96;235,86;236,85;228,95
"898";"2015-09-15";230,89;231,11;233,9;228,4
"899";"2015-09-16";230,93;231,07;232,93;227,33
"900";"2015-09-17";228,99;230,91;232,12;227,38
"901";"2015-09-18";233,61;228,99;235,94;228,99
"902";"2015-09-19";228,34;233,65;236,26;227
"903";"2015-09-20";232,09;233,79;234,19;231,5
"904";"2015-09-21";232,12;232,01;233,38;231,4
"905";"2015-09-22";227,22;232,11;232,97;226,38
"906";"2015-09-23";231,11;227,25;233,95;224,25
"907";"2015-09-24";230,54;231,43;233;230,03
"908";"2015-09-25";234,65;230,57;236,25;230,54
"909";"2015-09-26";235,26;234,65;237,7;233,05
"910";"2015-09-27";234,63;235,39;235,95;233,75
"911";"2015-09-28";233,37;234,63;234,78;233
"912";"2015-09-29";240,43;233,37;241,44;233,37
"913";"2015-09-30";236,8;240,43;241,5;236,61
"914";"2015-10-01";236,49;236,9;238,78;235,11
"915";"2015-10-02";238,48;236,72;240,09;236,19
"916";"2015-10-03";237,86;238,25;240;237,33
"917";"2015-10-04";239,79;237,84;241,11;237,68
"918";"2015-10-05";239,5;239,73;240,93;239,29
"919";"2015-10-06";242;239,47;242,89;236,24
"920";"2015-10-07";247,36;242,01;249,01;241,51
"921";"2015-10-08";244;247,35;247,93;243,5
"922";"2015-10-09";243;244;245,65;242,62
"923";"2015-10-10";244,82;242,99;245,45;242,63
"924";"2015-10-11";246,01;244,93;246,41;243,5
"925";"2015-10-12";247,99;245,93;248,73;243,75
"926";"2015-10-13";246,17;247,92;248,45;245,21
"927";"2015-10-14";251,25;246,15;253,43;244
"928";"2015-10-15";253,5;251,08;255,95;250,1
"929";"2015-10-16";255,19;253,5;257,5;253,44
"930";"2015-10-17";263,45;255,19;267,83;254,91
"931";"2015-10-18";272,9;263,47;275,19;258,32
"932";"2015-10-19";265,01;272,9;274,66;263,3
"933";"2015-10-20";265,1;265,29;268,28;262,35
"934";"2015-10-21";270,97;265,02;273,97;264,39
"935";"2015-10-22";267,8;270,99;272,28;264,1
"936";"2015-10-23";275,83;267,99;279,97;267,3
"937";"2015-10-24";279,21;275,83;280,9;275,15
"938";"2015-10-25";284,19;279,04;284,47;279
"939";"2015-10-26";284,79;284,19;295,99;281,2
"940";"2015-10-27";287,22;284,7;287,92;282,25
"941";"2015-10-28";295,29;287,22;298,86;286,71
"942";"2015-10-29";304,5;295,29;307,99;295,29
"943";"2015-10-30";314,88;304,5;321,53;301,5
"944";"2015-10-31";328,19;314,23;336;313,82
"945";"2015-11-01";316;328,2;335,87;307,2
"946";"2015-11-02";330,23;316;333,49;313,6
"947";"2015-11-03";365,33;330,23;373,12;326,8
"948";"2015-11-04";405;365,08;423,88;361,11
"949";"2015-11-05";409,24;404,98;504;366,66
"950";"2015-11-06";387,14;409,23;449,95;370
"951";"2015-11-07";375,56;387,93;396,78;351,2
"952";"2015-11-08";384,99;375,56;392,23;371,32
"953";"2015-11-09";374,1;384,28;390,33;365,56
"954";"2015-11-10";381,1;374,52;388,99;360
"955";"2015-11-11";340,18;381,1;383,4;327,02
"956";"2015-11-12";314,45;340,18;343,79;300,28
"957";"2015-11-13";336,84;314,45;346,44;314,14
"958";"2015-11-14";338,53;336,86;343,75;326,22
"959";"2015-11-15";333,37;338,54;340,72;328,5
"960";"2015-11-16";320,52;333,39;336,6;315
"961";"2015-11-17";332,1;320,8;335;315,2
"962";"2015-11-18";336,29;332,16;342,5;331,05
"963";"2015-11-19";335,94;336,29;338,99;327,91
"964";"2015-11-20";326,5;335,83;336,57;324,02
"965";"2015-11-21";322,2;326,49;326,77;309,46
"966";"2015-11-22";327,84;322,29;329,35;318,95
"967";"2015-11-23";324,66;327,84;327,85;320,36
"968";"2015-11-24";323,63;324,66;327,5;320,9
"969";"2015-11-25";320,1;323,65;323,77;315,55
"970";"2015-11-26";329,85;320,49;332,43;316,02
"971";"2015-11-27";354;329,85;369,9;329,35
"972";"2015-11-28";358,9;354;367;348,18
"973";"2015-11-29";358,6;359;362,44;351
"974";"2015-11-30";373,89;358,54;376;355,17
"975";"2015-12-01";376,88;373,84;384,99;368,11
"976";"2015-12-02";362,59;376,89;379,99;353,1
"977";"2015-12-03";359,12;362,59;363,22;346,13
"978";"2015-12-04";360,53;359,12;371,5;352,25
"979";"2015-12-05";363,17;360,62;364,4;354,31
"980";"2015-12-06";389,79;363,04;395;362,08
"981";"2015-12-07";390,6;390,01;407,57;386,01
"982";"2015-12-08";396,7;390,88;404,24;384,53
"983";"2015-12-09";422;397;422,39;388,37
"984";"2015-12-10";418,73;422;426,59;405
"985";"2015-12-11";414,94;418,86;421,82;411,09
"986";"2015-12-12";457;414,88;458,99;414,8
"987";"2015-12-13";435,61;456,32;475,04;402,5
"988";"2015-12-14";433,36;435,61;443,92;415,24
"989";"2015-12-15";442,59;432,91;450;427,3
"990";"2015-12-16";466,01;442,55;467,29;442,51
"991";"2015-12-17";454,94;466,43;469,99;440
"992";"2015-12-18";455,57;454,94;458,56;446,21
"993";"2015-12-19";463,52;455,71;466,6;450,1
"994";"2015-12-20";462,44;463,51;467;452
"995";"2015-12-21";442,62;462,45;462,78;431,5
"996";"2015-12-22";437,52;442,62;447,45;424,37
"997";"2015-12-23";435,65;437,81;443,64;433
"998";"2015-12-24";442,62;435,05;445,76;433,62
"999";"2015-12-25";456,13;442,62;459,1;442,45
"1000";"2015-12-26";455,47;456,02;460;445
"1001";"2015-12-27";416,51;455,3;460,05;405,5
"1002";"2015-12-28";422,32;416,35;424,89;407
"1003";"2015-12-29";420,24;421,82;429;417,01
"1004";"2015-12-30";431,79;420,11;433,55;418,01
"1005";"2015-12-31";423,55;431,77;434;420
"1006";"2016-01-01";429,02;423,51;432,59;412,5
"1007";"2016-01-02";433,98;429,17;436,49;426,26
"1008";"2016-01-03";432,7;433,89;435,8;430
"1009";"2016-01-04";428,39;432,66;433,07;421,73
"1010";"2016-01-05";432,9;428,63;435,67;426,97
"1011";"2016-01-06";431,84;432,61;434,91;427,91
"1012";"2016-01-07";428,89;431,99;432,24;425,03
"1013";"2016-01-08";458,78;428,2;462;427,11
"1014";"2016-01-09";454;458,41;465;446,55
"1015";"2016-01-10";449,23;454;456,01;447,07
"1016";"2016-01-11";449,35;449,23;450,26;441,01
"1017";"2016-01-12";449,26;449,34;452,49;443,42
"1018";"2016-01-13";432,04;449,26;449,98;427,01
"1019";"2016-01-14";431,11;431,99;436,36;416
"1020";"2016-01-15";429,25;431,09;435;426
"1021";"2016-01-16";359,16;429,27;429,43;357,02
"1022";"2016-01-17";388,4;359,16;392,5;352,5
"1023";"2016-01-18";382,02;388,43;393,31;378,76
"1024";"2016-01-19";387,1;382,11;390;375,01
"1025";"2016-01-20";378,93;387,04;388,61;377,41
"1026";"2016-01-21";419,55;378,94;428;375,01
"1027";"2016-01-22";411,01;419,65;424,57;405
"1028";"2016-01-23";380,96;411;411,2;371,25
"1029";"2016-01-24";385,57;381;394,81;379,85
"1030";"2016-01-25";402,77;385,55;407,33;385,1
"1031";"2016-01-26";390,96;402,76;402,77;384
"1032";"2016-01-27";391,41;390,91;398;386,66
"1033";"2016-01-28";394,97;391,23;396,99;389,66
"1034";"2016-01-29";378,39;394,7;395,48;375,01
"1035";"2016-01-30";377,6;378,15;386;360,03
"1036";"2016-01-31";376,56;377,4;380,6;374
"1037";"2016-02-01";365,52;376,31;378,9;362,57
"1038";"2016-02-02";371,42;365,58;379,27;363,23
"1039";"2016-02-03";372,9;371,22;374,8;369,69
"1040";"2016-02-04";368,98;372,9;374;365,65
"1041";"2016-02-05";389,96;369;393,89;368,65
"1042";"2016-02-06";386,54;389,98;393;384,19
"1043";"2016-02-07";373,75;386,54;386,54;365
"1044";"2016-02-08";372,01;373,71;377,8;369,17
"1045";"2016-02-09";370,49;372,26;377;369,01
"1046";"2016-02-10";374,31;370,29;377,96;370,04
"1047";"2016-02-11";381,17;374,43;387;373,13
"1048";"2016-02-12";377,99;380,97;383,23;372,25
"1049";"2016-02-13";382,94;378;383,53;377,04
"1050";"2016-02-14";393;382,94;393;382,55
"1051";"2016-02-15";408,3;392,99;408,66;392,93
"1052";"2016-02-16";399,9;408,3;412,5;395,23
"1053";"2016-02-17";407,27;400,08;408,77;398,66
"1054";"2016-02-18";414,88;407,37;421,9;405,16
"1055";"2016-02-19";421,5;414,89;426,21;412,51
"1056";"2016-02-20";419,85;421,51;422,54;412
"1057";"2016-02-21";438,7;419,72;445,96;419,72
"1058";"2016-02-22";440,49;438,73;451,6;428,01
"1059";"2016-02-23";440,27;440,49;442,5;433,01
"1060";"2016-02-24";421,4;440,25;442,67;416,24
"1061";"2016-02-25";426,36;421,5;427,5;409,69
"1062";"2016-02-26";424,88;426,36;430;419,5
"1063";"2016-02-27";435,49;424,89;435,9;419,83
"1064";"2016-02-28";434,3;435,49;438,6;431,81
"1065";"2016-02-29";434,45;434,03;437,89;422,1
"1066";"2016-03-01";438,99;434,46;445;430,51
"1067";"2016-03-02";434,82;439,53;442,79;427,26
"1068";"2016-03-03";422,09;434,99;436,45;421,11
"1069";"2016-03-04";420,56;421,7;424,43;416,4
"1070";"2016-03-05";408,82;420,19;423,99;407,5
"1071";"2016-03-06";397,36;408,71;410,14;389
"1072";"2016-03-07";403,75;397,37;409,5;392,01
"1073";"2016-03-08";412,7;403,77;415,8;401,51
"1074";"2016-03-09";411,35;412,62;416;406
"1075";"2016-03-10";413,05;411,34;414,5;407,47
"1076";"2016-03-11";416,51;412,9;418,24;410,68
